ผู้ได้รับการเสนอชื่อสรรหาเป็นสมาชิกวุฒิสภา,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
ภาครัฐ,พลตำรวจตรีชุมศักดิ์  พฤกษาพงษ์,สถาบันนิติวิทยาศาสตร์ กระทรวงยุติธรรม,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาครัฐ,นายเชนทร์  วิพัฒน์บวรวงศ์,กรมการปกครอง,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาครัฐ,พลเอกโชคชัย  หงส์ทอง,กองบัญชาการทหารสูงสุด,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการประจำ,
ภาครัฐ,นายโชตม์สุคุณ  อารยโกศล,องค์การบริหารส่วนจังหวัดอุตรดิตถ์,ชาย,51-60 ปี,ปริญญาตรี,รับจ้าง,
ภาครัฐ,ว่าที่ร้อยโทโชติปฐมพนต สังข์ภิรมย์,สำนักงานเลขานุการกรรมการส่งเสริมวิสาหกิจชุมชนจังหวัดแม่ฮ่องสอน,ชาย,40-50 ปี,ปริญญาโท,เกษตรกร,
ภาครัฐ,นายฐิระวัตร  กุลละวณิชย์,กรมโยธาธิการและผังเมือง,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,1
ภาครัฐ,นายณฐกนต์  ปิ่นปรีชากุล,สำนักงานปลัดกระทรวงเทคโนโลยีสารสนเทศและการสื่อสาร,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาครัฐ,พลเรือเอกณรงค์  ยุทธวงศ์,กองทัพเรือ,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,1
ภาครัฐ,นายณรงค์  วงศ์รัตน์,เทศบาลนครพิษณุโลก,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาครัฐ,นายดิเรก  พรสีมา,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,ชาย,61-70 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาครัฐ,นายเดโช สวนานนท์,กรมศิลปากร,ชาย,71-80 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาครัฐ,นายทรงพล  ทิมาศาสตร์,จังหวัดอ่างทอง,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาครัฐ,พลเรือเอกเทียนชัย  มังกร,สมาคมศิษย์เก่าชุมพลทหารเรือ,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาครัฐ, นายธงชัย  ยงเจริญ,บริษัท ทีโอที จำกัด (มหาชน),ชาย,61-70 ปี,ปริญญาเอก,อิสระ,
ภาครัฐ,พันจ่าอากาศเอกธนกฤต  มานะเปรม,องค์การบริหารส่วนตำบลศรีสำราญ,ชาย,40-50 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาครัฐ,นายธวัช  เสถียรนาม,จังหวัดขอนแก่น,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาครัฐ,นายธำมรงค์  ประกอบบุญ,กรมประมง กระทรวงเกษตรและสหกรณ์,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาครัฐ,นายนพพร  จันทรถง,จังหวัดร้อยเอ็ด ,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาครัฐ,นายนิคม  เกิดขันหมาก,จังหวัดนครพนม,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาครัฐ,นายนิมุ  มะกาเจ,มหาวิทยาลัยราชภัฏยะลา,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาครัฐ,นายนิวัตน์  สวัสดิ์แก้ว,จังหวัดสุราษฎร์ธานี,ชาย,61-70 ปี,ปริญญาเอก,นักวิชาการ / ครู / อาจารย์,
ภาครัฐ,นายนิสัย  ตงศิริ,จังหวัดสกลนคร,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาครัฐ,นายบันลือ  สันถวไมตรี,กรมคุ้มครองสิทธิและเสรีภาพ,ชาย,61-70 ปี,ปริญญาตรี,นักกฎหมาย,
ภาครัฐ,นายบุญชู พุ่มเจริญ,จังหวัดนนทบุรี,ชาย,61-70 ปี,ปริญญาโท,รับจ้าง,
